Unnamed: 0,genre,store_name,business_hours,address,url
99,ラーメン,麺屋けんゆう 中野新橋店,"[['11:00~1:00'], ['11:00~1:00'], ['11:00~1:00'], ['11:00~1:00'], ['11:00~1:00'], ['11:00~1:00'], ['11:00~1:00']]",東京都中野区弥生町2-10-11 バード・パークホリ　１Ｆ,https://tabelog.com/tokyo/A1319/A131903/13122251/
100,ラーメン,玉 バラそば屋 中野店,"[['11:00~21:00'], ['11:00~21:00'], ['11:00~21:00'], ['11:00~21:00'], ['11:00~21:00'], ['11:00~21:00'], ['11:00~21:00']]",東京都中野区中野5-59-14,https://tabelog.com/tokyo/A1319/A131902/13185780/
101,ラーメン,ホロトン 東中野駅前店,"[[], ['11:30~24:00'], ['11:30~24:00'], ['11:30~24:00'], ['11:30~24:00'], ['11:30~24:00'], ['11:30~24:00']]",東京都中野区東中野4-2-2,https://tabelog.com/tokyo/A1319/A131901/13236941/
102,ラーメン,煮干しそば 虎愼,"[['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~20:00'], ['11:30~20:00']]",東京都中野区弥生町3-17-2,https://tabelog.com/tokyo/A1319/A131903/13148908/
103,ラーメン,日高屋 沼袋北口店,"[['10:30~23:00'], ['10:30~23:00'], ['10:30~23:00'], ['10:30~23:00'], ['10:30~23:00'], ['10:30~23:00'], ['10:30~23:00']]",東京都中野区沼袋1-36-5,https://tabelog.com/tokyo/A1321/A132104/13190370/
104,ラーメン,どうとんぼり神座 中野サンモール店,"[['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00'], ['11:00~23:00']]",東京都中野区中野5-60-9,https://tabelog.com/tokyo/A1319/A131902/13291264/
105,ラーメン,幸楽,"[['11:45~20:45'], ['11:45~20:45'], ['11:45~20:45'], [], ['11:45~20:45'], ['11:45~20:45'], ['11:45~20:45']]",東京都中野区野方6-25-14,https://tabelog.com/tokyo/A1321/A132104/13065824/
106,ラーメン,むかん,"[[''], [''], [''], [''], [''], [''], ['']]",東京都中野区中央2-2-24 大江戸コーポ 1F,https://tabelog.com/tokyo/A1319/A131903/13271524/
107,ラーメン,Burning noodle Tokyo,"[['11:00~15:00', '17:00~23:00'], ['11:00~15:00', '17:00~23:00'], ['11:00~15:00', '17:00~23:00'], ['11:00~15:00', '17:00~23:00'], ['11:00~15:00', '17:00~23:00'], ['11:00~15:00', '17:00~23:00'], []]",東京都中野区中央1-33-7 山田ビル 1F,https://tabelog.com/tokyo/A1319/A131903/13288178/
108,ラーメン,二代目えん寺,"[['11:30~16:00', '17:30~22:00'], ['11:30~16:00', '17:30~22:00'], ['11:30~16:00', '17:30~22:00'], ['11:30~16:00', '17:30~22:00'], ['11:30~16:00', '17:30~22:00'], ['11:30~22:00'], ['11:30~22:00']]",東京都中野区中野5-62-7,https://tabelog.com/tokyo/A1319/A131902/13115487/
109,ラーメン,博多風らーめん 潤 中野本店,,東京都中野区中野5-23-13,https://tabelog.com/tokyo/A1319/A131902/13253381/
110,ラーメン,横浜家系ラーメン 極家,,東京都中野区沼袋1-34-23,https://tabelog.com/tokyo/A1321/A132104/13212175/
111,ラーメン,麺酒場ひかる,"[['11:30~24:30'], ['11:30~24:30'], ['11:30~24:30'], ['11:30~24:30'], ['11:30~3:00'], ['11:30~3:00'], ['11:30~23:30']]",東京都中野区東中野4-4-5 東中野アパートメンツ B1F,https://tabelog.com/tokyo/A1319/A131901/13046630/
112,ラーメン,ラーメン つぶらや,"[['12:00~14:00', '17:00~24:00'], ['12:00~14:00', '17:00~24:00'], [], ['12:00~14:00', '17:00~24:00'], ['12:00~14:00', '17:00~24:00'], ['12:00~14:00', '17:00~24:00'], ['12:00~14:00', '17:00~24:00']]",東京都中野区鷺宮4-2-18 こおせい荘 1F,https://tabelog.com/tokyo/A1321/A132104/13044553/
113,ラーメン,繁華亭,"[['11:00~13:30'], ['11:00~13:30'], ['11:00~13:30'], ['11:00~13:30'], ['11:00~13:30'], ['11:00~13:30'], []]",東京都中野区中野5-56-13,https://tabelog.com/tokyo/A1319/A131902/13017426/
114,ラーメン,大門,"[['10:00~04:00'], ['10:00~04:00'], ['10:00~04:00'], ['10:00~04:00'], ['10:00~04:00'], ['10:00~04:00'], ['10:00~04:00']]","東京都中野区中野5-64-8 乙女屋ビル1,2階",https://tabelog.com/tokyo/A1319/A131902/13101178/
115,ラーメン,三幸軒,,東京都中野区上高田5-40-11,https://tabelog.com/tokyo/A1321/A132104/13158721/
116,ラーメン,藤丸,"[['11:00~15:00', '17:30~21:30'], ['11:00~15:00', '17:30~21:30'], ['11:00~15:00', '17:30~21:30'], ['11:00~15:00', '17:30~21:30'], ['11:00~15:00', '17:30~21:30'], ['11:00~15:00', '17:30~20:30'], []]",東京都中野区中野5-42-5,https://tabelog.com/tokyo/A1319/A131902/13094317/
117,ラーメン,五丁目ハウス,"```
[['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00'], ['11:30~15:00', '17:00~20:00']]
```",東京都中野区中野5-56-15,https://tabelog.com/tokyo/A1319/A131902/13219393/
118,ラーメン,博多らーめん 一心堂 新中野店,"[['11:00~1:30'], ['11:00~1:30'], ['11:00~1:30'], ['11:00~1:30'], ['11:00~1:30'], ['11:00~1:30'], []]",東京都中野区本町4-44-15 1F,https://tabelog.com/tokyo/A1319/A131902/13215154/
119,ラーメン,味噌が一番,"[['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00'], ['11:00~24:00']]",東京都中野区中野5-65-11 筑紫ビル　B1F,https://tabelog.com/tokyo/A1319/A131902/13188053/
120,ラーメン,メンドコロ キナリ,"[['11:30~14:30', '18:00~21:00'], ['11:30~14:30', '18:00~21:00'], [], ['11:30~14:30', '18:00~21:00'], ['11:30~14:30', '18:00~21:00'], ['11:30~14:30', '18:00~21:00'], ['11:30~14:30', '18:00~21:00']]",東京都中野区東中野1-51-4 大総ビル 1F,https://tabelog.com/tokyo/A1319/A131901/13221001/
121,ラーメン,ラーメン博香,,東京都中野区若宮3-58-26 佐々木荘 1F,https://tabelog.com/tokyo/A1321/A132104/13284649/
122,ラーメン,ラーメン 文多,,東京都中野区弥生町3-7-10,https://tabelog.com/tokyo/A1319/A131903/13153103/
123,ラーメン,ラーメン居酒屋 麺屋 Cage,"[['17:00~2:00'], ['0:00~7:00'], ['0:00~7:00'], ['0:00~7:00'], ['0:00~7:00'], ['0:00~7:00'], []]",東京都中野区中野5-60-3,https://tabelog.com/tokyo/A1319/A131902/13247535/
124,ラーメン,一番館,,東京都中野区本町2-27-10,https://tabelog.com/tokyo/A1319/A131903/13062417/
125,ラーメン,春日亭,,東京都中野区中野5-60-2,https://tabelog.com/tokyo/A1319/A131902/13227842/
126,ラーメン,四季の香り 日和,"[['11:30~14:30'], ['17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00'], ['11:30~14:30', '17:00~23:00']]",東京都中野区弥生町4-5-10 鈴木マンション 1F,https://tabelog.com/tokyo/A1319/A131903/13291701/
127,ラーメン,ねぎラーメン,,東京都中野区中野1-4-2,https://tabelog.com/tokyo/A1319/A131903/13280130/
128,ラーメン,さくら,,東京都中野区上高田3-38-6 YLビル B1F,https://tabelog.com/tokyo/A1321/A132104/13024378/
129,ラーメン,拉麺居酒屋 渦巻き鳥,"[['21:00~5:00'], ['21:00~5:00'], ['21:00~5:00', ''], [''], ['21:00~5:00'], ['21:00~5:00'], ['21:00~5:00']]",東京都中野区白鷺1-30-7 1F,https://tabelog.com/tokyo/A1321/A132104/13231737/
