蓮根デンタルクリニック,,"[['9:30〜13:00', '15:00〜19:30'], ['9:30〜13:00', '15:00〜19:30'], [], ['9:30〜13:00', '15:00〜19:30'], ['9:30〜13:00', '15:00〜19:30'], ['9:30〜13:00', '15:00〜18:00'], []]"
ミモデンタルクリニック,,"[['9:30〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜20:00'], [], ['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜17:30']]"
いとう歯科医院,,"[['8:30〜11:00'], ['8:30〜11:00'], ['8:30〜11:00'], [], ['8:30〜11:00'], [], []]"
やました歯科クリニック富士見台,,"[['10:00～14:00', '15:00～19:00'], [], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], [], []]"
セントラル歯科医院,,"[['9:30〜19:00'], ['9:30〜19:00'], [], ['9:30〜19:00'], ['9:30〜19:00'], ['9:30〜17:00'], []]"
岩崎歯科医院,,"[['10:00～13:00', '14:30～18:00', '18:00～19:30'], ['10:00～13:00', '14:30～18:00', '18:00～19:30'], ['10:00～13:00', '14:30～18:00', '18:00～19:30'], [], ['10:00～13:00', '14:30～18:00'], ['10:00～13:00'], []]"
堀内歯科医院,,"[['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], [], []]"
ライラデンタルクリニック代々木,,"[['10:00〜14:30', '15:30〜19:00'], ['10:00〜14:30', '15:30〜18:00'], ['10:00〜14:30', '15:30〜19:00'], ['10:00〜14:30', '15:30〜18:00'], ['10:00〜14:30', '15:30〜19:00'], ['10:00〜15:00'], []]"
千賀デンタルクリニック 上野マルイ医院,,"[['10:00～20:00'], ['10:00～20:00'], ['10:00～20:00'], ['10:00～20:00'], ['10:00～20:00'], ['10:00～20:00'], ['10:00～20:00']]"
イシヅカデンタルオフィス,,"[['9:30〜13:30', '15:00〜20:00'], ['9:30〜13:30'], ['9:30〜13:30', '15:00〜20:00'], ['9:30〜13:30', '15:00〜20:00'], ['9:30〜13:30', '15:00〜20:00'], ['9:30〜13:30', '15:00〜20:00'], ['9:30〜13:30']]"
沢田通り歯科,,"[['09:00～13:00', '14:00～17:00'], ['09:00～13:00', '14:00～17:00'], ['09:00～13:00', '14:00～17:00'], [], ['09:00～13:00', '14:00～17:00'], ['09:00～13:00', '14:00～17:00'], ['09:00～13:00', '14:00～17:00']]"
歯科大橋,,"[['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], [], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], []]"
西日暮里駅前デンタルクリニック,,"[['09:00～14:00', '15:30～20:00'], ['09:00～14:00', '15:30～20:00'], ['09:00～14:00', '15:30～20:00'], ['09:00～14:00', '15:30～20:00'], ['09:00～14:00', '15:30～20:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00']]"
セレナデンタルオフィス,,"[['10:00～18:00'], ['10:00～18:00'], ['13:00～18:00'], [], ['10:00～18:00'], ['10:00～16:00'], []]"
市ヶ谷番町歯科クリニック,,"[['10:00～13:30', '14:30～18:00'], ['10:00～13:30', '14:30～18:00'], ['10:00～13:30', '14:30～18:00'], ['10:00～13:30', '14:30～18:00'], ['10:00～13:30', '14:30～18:00'], ['10:00～13:30'], []]"
おおた歯科クリニック,,"[['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], [], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00'], []]"
ぬかが歯科,,"[['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～19:30'], [], ['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～17:00'], []]"
ユキデンタルクリニック,,"[['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], [], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00'], []]"
長田歯科医院,,"[['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], [], ['10:00～13:00', '15:00～19:00'], ['10:00～13:00', '15:00～19:00'], [], []]"
虎ノ門歯科クリニック,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], []]"
健デンタルクリニック,,"[['09:30～12:10', '14:00～18:30', '18:30～19:00'], ['09:30～12:10', '14:00～18:30', '18:30～19:00'], ['09:30～12:10', '14:00～18:30'], ['09:30～12:10', '14:00～18:30'], ['09:30～12:10', '14:00～18:30', '18:30～19:00'], ['09:30～12:10', '13:30～17:00'], []]"
ニコデンタルクリニック,,"[['09:30～20:00'], ['09:30～20:00'], ['09:30～20:00'], ['09:30～18:00'], ['09:30～20:00'], ['09:30～18:00'], []]"
後藤歯科医院,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00'], []]"
Shimizu Dental Clinic,,"[['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], []]"
カルミアデンタルクリニック,,"[['10:00〜14:00', '16:00〜21:00'], ['10:00〜14:00', '16:00〜21:00'], [], ['10:00〜14:00', '16:00〜21:00'], ['10:00〜14:00', '16:00〜21:00'], ['10:00〜14:00', '16:00〜17:00'], ['10:00〜14:00']]"
ミヤオデンタルクリニック,,"[['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜18:00'], []]"
荒木歯科医院,,"[[], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], []]"
寺本歯科クリニック,,"[['9:00〜12:30', '14:00〜17:00'], ['9:00〜12:30', '14:00〜17:00'], ['9:00〜12:30', '14:00〜17:00'], [], ['9:00〜12:30', '14:00〜17:00'], ['9:00〜11:30'], []]"
歯科・すざきクリニック,,"[['09:00～14:00', '15:00～18:00'], ['09:00～14:00', '15:00～18:00'], ['09:00～14:00'], ['09:00～14:00', '15:00～18:00'], [], ['09:30～13:00', '15:00～19:00'], []]"
竹芝サウスタワー歯科,,"[['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～18:30'], [], []]"
アプル歯科医院,,"[['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['10:00〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜17:00'], []]"
押上ファースト歯科,,"[['10:00～14:00', '16:00～20:00'], ['10:00～14:00', '16:00～20:00'], ['10:00～14:00', '16:00～20:00'], ['10:00～14:00', '16:00～20:00'], ['10:00～14:00', '16:00～20:00'], ['09:00～15:00'], ['09:00～15:00']]"
田中歯科医院,,"[['09:00～13:00', '15:00～19:30'], ['09:00～13:00', '15:00～19:30'], ['09:00～13:00', '15:00～19:30'], ['09:00～13:00', '15:00～19:30'], ['09:00～13:00', '15:00～19:30'], ['09:00～13:00', '15:00～18:00'], []]"
やまむら歯科,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:00～12:00'], []]"
小笠原歯科医院,,"[['10:00～13:00', '15:30～19:00'], ['10:00～13:00', '15:30～19:00'], ['10:00～13:00', '15:00～16:30'], [], ['10:00～13:00', '15:30～19:00'], ['10:00～13:00', '15:30～19:00'], []]"
おざわ歯科,,"[['09:30～13:00', '14:30～18:30'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00'], []]"
小川クリニック,,"[['09:00～12:00', '14:00～18:00'], ['09:00～12:00', '14:00～18:00'], ['09:00～12:00', '14:00～18:00'], [], ['09:00～12:00', '14:00～18:00'], ['09:00～12:00'], []]"
ウエマツ歯科医院,,"[['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], [], ['10:00～13:30', '15:00～19:00'], [], []]"
複十字病院,,"[['09:00～12:00', '13:00～16:30'], ['09:00～12:00', '13:00～16:30'], ['09:00～12:00', '13:00～16:30'], ['09:00～12:00', '13:00～16:30'], ['09:00～12:00', '13:00～16:30'], ['09:00～12:00'], []]"
つちや歯科医院,,"[['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00'], []]"
奥村歯科医院,,"[['10:00～13:00', '14:30～22:00'], ['10:00～13:00', '14:30～22:00'], ['10:00～13:00'], [], ['10:00～13:00', '14:30～22:00'], ['10:00～13:00'], ['10:00～13:00']]"
ひばりが丘ファミリー歯科,,"[['09:30～13:00', '14:30～19:00'], [], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], []]"
つづき歯科医院,,"[['09:00～12:30', '14:00～19:00'], ['09:00～12:30', '14:00～19:00'], ['09:00～12:30', '14:00～19:00'], [], ['09:00～12:30', '14:00～19:00'], ['09:00～14:00'], []]"
マサシ歯科医院,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], []]"
長井歯科診療所,,"[['09:00～12:30', '14:00～18:30'], ['09:00～12:30', '14:00～18:30'], ['09:00～12:30', '14:00～18:30'], ['09:00～12:30', '14:00～18:30'], ['09:00～12:30', '14:00～18:30'], ['09:00～12:30'], []]"
ひまわり歯科クリニック,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00'], ['09:30～13:00']]"
こだま歯科 国分寺医院,,"[['09:30～12:30', '14:00～18:00'], ['09:30～12:30', '14:00～18:00'], ['09:30～12:30', '14:00～18:00'], ['09:30～12:30', '14:00～18:00'], ['09:30～12:30', '14:00～18:00'], ['09:30～12:30', '14:00～18:00'], []]"
医療法人社団碧山堂 鈴木歯科医院,,"[['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], ['09:00～13:00', '14:30～18:00'], []]"
さいとう歯科医院,,"[['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], [], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～17:00'], []]"
稲葉歯科医院,,"[['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜17:30'], ['9:30〜13:00', '14:30〜17:30'], ['9:00〜13:00'], []]"
ウエストデンタルクリニック ,,"[['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], []]"
こばやし歯科医院,,"[['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], [], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00'], ['10:00～13:00']]"
小野歯科,,"[['09:00～13:00', '14:30～20:00'], ['09:00～13:00', '14:30～20:00'], ['09:00～13:00', '14:30～20:00'], [], ['09:00～13:00', '14:30～20:00'], ['09:00～13:00'], []]"
横田歯科医院,,"[['09:30～13:00', '14:30～19:00'], [], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～17:00'], []]"
小平スマイル歯科クリニック,,"[['10:00～13:30', '15:00～19:30'], ['10:00～13:30'], ['10:00～13:30', '15:00～19:30'], [], ['10:00～13:30'], ['10:00～13:30', '15:00～19:30'], ['10:00～13:30']]"
中島歯科医院,,"[['09:00～12:30'], ['09:00～12:30', '14:30～18:00'], [], ['09:00～12:30'], ['09:00～12:30', '14:30～18:00'], [], []]"
医療法人社団玉翔会 玉澤歯科医院,,"[['09:00～12:00', '13:00～20:30'], ['09:00～12:00'], ['09:00～12:00', '13:00～20:30'], [], ['09:00～12:00', '13:00～20:30'], ['09:00～12:00'], []]"
まき歯科クリニック,,"[['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～18:00'], ['09:30～13:00', '14:30～17:00'], []]"
あづま歯科医院,,"[['09:30～12:00', '14:00～19:30'], ['09:30～12:00', '14:00～19:30'], ['09:30～12:00', '14:00～19:30'], ['09:30～12:00'], ['09:30～12:00', '14:00～19:30'], ['09:30～12:00'], []]"
医療法人社団FDS フジサキ歯科・矯正歯科,,"[['9:30〜13:00', '14:30〜19:00'], ['9:30〜13:00', '14:30〜19:00'], [], ['9:30〜13:00', '14:30〜19:00'], ['9:30〜13:00', '14:30〜19:00'], ['9:30〜13:00', '14:30〜19:00'], []]"
たねいち歯科医院,,"[['10:00〜13:00', '14:30〜21:00'], ['10:00〜13:00', '14:30〜21:00'], ['10:00〜13:00', '14:30〜21:00'], ['10:00〜13:00', '14:30〜21:00'], ['10:00〜13:00', '14:30〜21:00'], ['10:00〜13:00', '14:30〜18:00'], []]"
医療法人社団 宝田歯科クリニック ,,"[['9:30〜13:00', '14:30〜18:00'], ['9:30〜13:00', '14:30〜18:00'], ['9:30〜13:00', '14:30〜18:00'], [], ['9:30〜13:00', '14:30〜18:00'], ['9:30〜13:00', '14:30〜18:00'], []]"
おおさわ歯科クリニック,,"[['10:00～13:00', '14:00～20:00'], ['10:00～13:00', '14:00～20:00'], [], ['10:00～13:00', '14:00～20:00'], ['10:00～13:00', '14:00～20:00'], ['10:00～13:00', '14:00～17:00'], []]"
赤坂歯科クリニック,,"[['10:00〜14:00', '15:00〜19:00'], ['10:00〜14:00', '15:00〜19:00'], ['10:00〜14:00', '15:00〜19:00'], ['10:00〜14:00', '15:00〜19:00'], ['10:00〜14:00', '15:00〜19:00'], ['10:00〜14:00', '15:00〜18:00'], ['10:00〜14:00', '15:00〜18:00']]"
ただなわデンタルクリニック下北沢歯科医院,,"[['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], [], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['10:00～13:30', '15:00～19:00'], ['09:00～13:00', '14:00～18:00']]"
桜ケ丘アール歯科,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00'], []]"
おおじま駅前歯科・大島駅前矯正歯科,,"[['09:30～12:30', '14:30～19:30'], ['09:30～12:30', '14:30～19:30'], ['09:30～12:30', '14:30～19:30'], [], [], ['09:30～12:30', '14:30～19:30'], ['09:30～12:30', '14:30～19:30']]"
きたはら駒込歯科,,"[['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～13:00', '14:30～20:00'], ['10:00～18:00'], []]"
中村歯科,,"[['15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～18:00'], []]"
くりた歯科ちゃいるどデンタルクリニック,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:00～13:00', '14:30～18:00'], []]"
杉田歯科医院,,"[['10:00～12:30', '13:30～19:00'], ['10:00～12:30', '13:30～19:00'], ['10:00～12:30', '13:30～19:00'], ['10:00～12:30', '13:30～19:00'], ['10:00～12:30', '13:30～19:00'], [], []]"
水野歯科,,"[['09:00～13:00', '14:00～19:00'], ['09:00～13:00', '14:00～19:00'], ['09:00～13:00', '14:00～19:00'], ['09:00～13:00', '14:00～19:00'], ['09:00～13:00', '14:00～19:00'], [], []]"
医療法人社団瑞穂会 黒木歯科医院,,"[['9:00〜12:30', '14:00〜19:00'], ['9:00〜12:30', '14:00〜19:00'], ['9:00〜12:30', '14:00〜19:00'], ['9:00〜12:30', '14:00〜19:00'], ['9:00〜12:30', '14:00〜19:00'], ['9:00〜13:00'], []]"
南青山デンタルクリニック,,"[['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['10:00～13:00', '14:00～18:30'], ['14:00～18:30'], ['10:00～13:00']]"
くがやま井の頭通り歯科,,"[['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], [], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00'], ['09:00～13:00']]"
セイユーデンタルクリニック,,"[['09:30～12:00', '14:00～18:30'], ['09:30～12:00', '14:00～18:30'], ['09:30～12:00', '14:00～18:30'], ['09:30～12:00', '14:00～18:30'], ['09:30～12:00', '14:00～18:30'], ['09:30～12:00', '14:00～18:30'], []]"
どひ歯科・小児矯正歯科,,"[['9:00〜13:00', '15:00〜19:00'], ['9:00〜13:00', '15:00〜19:00'], ['9:00〜13:00', '15:00〜19:00'], ['9:00〜13:00', '15:00〜19:00'], ['9:00〜13:00', '15:00〜19:00'], ['9:00〜13:00'], []]"
西早稲田駅前歯科・矯正歯科,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00']]"
プレミアムデンタルケア 恵比寿 代官山,,"[['10:00～13:00', '14:30～18:30'], ['10:00～13:00', '14:30～18:30'], ['10:00～13:00', '14:30～18:30'], ['10:00～13:00', '14:30～18:30'], ['10:00～13:00', '14:30～18:30'], ['10:00～13:00', '14:30～18:30'], []]"
幡ヶ谷 わく島歯科,,"[['10:00〜13:00', '15:00〜19:00'], ['10:00〜13:00', '15:00〜19:00'], ['10:00〜13:00', '15:00〜19:00'], ['10:00〜13:00', '15:00〜19:00'], ['10:00〜13:00', '15:00〜19:00'], ['10:00〜13:00', '15:00〜18:00'], ['11:00〜13:00']]"
うしやま歯科,,"[['09:30～13:00', '15:00～20:00'], ['09:30～13:00', '15:00～20:00'], [], ['09:30～13:00', '15:00～20:00'], ['09:30～13:00', '15:00～20:00'], ['09:30～13:00'], ['09:30～13:00']]"
なかがわら駅前歯科クリニック,,"[['10:00〜13:00', '15:00〜20:00'], ['10:00〜13:00', '15:00〜20:00'], ['10:00〜13:00', '15:00〜20:00'], [], ['10:00〜13:00', '15:00〜20:00'], ['10:00〜13:00', '15:00〜18:00'], ['10:00〜13:00', '15:00〜18:00']]"
大松矯正歯科クリニック,,"[['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～19:00'], [], ['10:00～13:00', '14:30～19:00'], ['10:00～13:00', '14:30～18:00'], []]"
とよだ歯科医院,,"[['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～13:00', '14:30～19:30'], ['10:00～15:00'], []]"
たかの台みかみ歯科,,"[['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], [], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], ['09:00～13:00', '15:00～19:00'], []]"
吉野歯科医院,,"[['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00', '15:00～20:00'], ['10:00～13:00'], []]"
医療法人社団新生会　錦糸町 市川歯科・矯正歯科,,"[['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], [], ['10:00～13:30', '14:30～19:00'], ['10:00～13:00', '14:00～17:00'], ['10:00～13:00', '14:00～17:00']]"
駒沢歯科・矯正歯科クリニック,,"[['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], ['10:00～13:30', '14:30～19:00'], [], ['10:00～13:30', '14:30～18:00'], ['10:00～13:30', '14:30～18:00']]"
都立大学HAGIOデンタルクリニック,,"[['10:00～13:30', '15:00～19:30'], ['10:00～13:30', '15:00～19:30'], ['10:00～13:30', '15:00～19:30'], ['10:00～13:30', '15:00～19:30'], ['10:00～13:30', '15:00～19:30'], ['10:00～13:30', '15:00～18:30'], []]"
うぐいす歯科クリニック,,"[[], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], ['10:00～14:00', '15:00～19:00'], [], []]"
きくち歯科医院,,"[['10:00～12:30', '14:30～20:30'], ['10:00～12:30', '14:30～20:30'], ['10:00～12:30', '14:30～19:00'], [], ['10:00～12:30', '14:30～19:00'], ['10:00～12:30', '14:30～15:00'], []]"
河津歯科医院,,"[[], ['09:00～18:00'], ['09:00～18:00'], ['09:00～18:00'], ['09:00～18:00'], ['09:00～18:00'], []]"
分倍河原ひまわり歯科,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], [], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['14:30～18:00'], ['14:30～18:00']]"
おだ歯科医院,,"[['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～20:00'], ['09:30～13:00', '14:30～19:00'], []]"
野澤歯科医院,,"[['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], ['09:30～13:00', '14:30～19:00'], [], []]"
さいとう歯科ファミリーメンテナンスルーム,,"[['09:00～13:00', '14:00～18:00'], [], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～18:00'], ['09:00～13:00', '14:00～17:00'], []]"
ふじわら歯科医院,,"[['9:30〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜20:00'], [], ['9:30〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜20:00'], ['9:30〜13:00', '14:30〜17:00'], ['9:30〜13:00']]"
はちやデンタルクリニック,,"[['11:00～15:00', '16:30～21:00'], [], ['11:00～15:00', '16:30～21:00'], ['11:00～15:00', '16:30～21:00'], ['11:00～15:00', '18:00～21:00'], ['11:00～15:00', '16:30～21:00'], ['11:00～15:00', '16:30～21:00']]"
まつお歯科医院 ,,"[['9:30〜13:00', '14:30〜19:30'], [], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:00'], ['9:30〜13:00']]"
小嶋歯科医院,,"[['9:30〜13:00', '14:30〜18:30'], ['9:30〜13:00', '14:30〜18:30'], ['9:30〜13:00', '14:30〜18:30'], [], ['9:30〜13:00', '14:30〜18:30'], ['9:30〜13:00', '14:30〜17:30'], []]"
バランス歯科,,"[[], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], ['9:30〜13:00', '14:30〜19:30'], []]"
タカシデンタルクリニック,,"[[], ['10:30～14:00'], ['10:30～14:00'], ['10:30～14:00'], [], ['10:30～14:00'], ['10:30～14:00']]"
林デンタルクリニック ,,"[['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～17:00'], ['10:00～13:30', '15:00～20:00'], [], ['10:00～13:30', '15:00～20:00'], ['10:00～13:30', '15:00～17:00', '00:00～00:00'], []]"
東都文京病院,,"[['08:30～11:30', '12:45～16:00'], ['08:30～11:30', '12:45～16:00'], ['08:30～11:30', '12:45～16:00'], ['08:30～11:30', '12:45～16:00'], ['08:30～11:30', '12:45～16:00'], ['08:30～11:30'], []]"
あずさ歯科クリニック麹町,,"[['07:30～13:30', '15:00～18:00'], ['07:30～13:30', '15:00～18:00'], ['07:30～13:30', '15:00～18:00'], ['07:30～13:30', '15:00～18:00'], ['07:30～13:30', '15:00～18:00'], [], []]"
泉岳寺駅前歯科クリニック,,"[['10:00～14:00', '15:30～19:30'], ['10:00～14:00', '15:30～19:30'], ['09:00～13:00', '14:30～18:30'], [], ['10:00～14:00', '15:30～19:30'], ['09:00～13:00'], []]"
堀井歯科医院,,"[['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], [], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '15:00～19:30'], ['09:30～13:00', '14:00～17:00'], ['09:30～13:00']]"
東京都リハビリテーション病院,,"[['09:00～11:30'], ['09:00～11:30'], ['09:00～11:30'], ['09:00～11:30'], ['09:00～11:30'], [], []]"
世田谷通りリキ歯科・矯正歯科,,"[['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～19:30'], [], ['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:30～19:30'], ['09:30～13:00', '14:00～19:00']]"
しみずデンタルオフィス,,"[['09:30～13:30', '15:00～19:30'], ['09:30～13:30', '15:00～19:30'], ['09:30～13:30', '15:00～19:30'], ['09:30～13:30', '15:00～19:30'], ['09:30～13:30', '15:00～19:30'], ['09:30～13:30'], []]"
鈴木歯科医院,,"[['10:30～14:00', '15:30～19:30'], ['10:30～14:00', '15:30～19:30'], ['10:30～14:00', '15:30～19:30'], ['10:30～14:00', '15:30～19:30'], ['10:30～14:00', '15:30～19:30'], [], []]"
うえくさ歯科,,"[[], ['10:30～14:00', '15:00～19:30'], ['08:30～11:30', '13:00～18:00'], ['08:30～11:30', '13:00～18:00'], ['08:30～11:30', '13:00～18:00'], [], []]"
